lat,lng,visit_time,interest,recommendation_factor_1,recommendation_factor_2,recommendation_factor_3,recommendation_factor_4,opening_hours,near_node
37.1534988,-3.5983284,23,6,0.75,1,0.25,0.25,['Mo-Su 06:00-09:00'],8277772208
37.1994928329196,-3.621536753576,21,4,1,0.75,0.25,1,"['We-Th 12:00-17:00', 'We-Th 20:00-23:00']",7548156333
37.1769567,-3.5997562,34,3,0.5,0.5,1,0.25,"['We-Th 12:00-17:00', 'We-Th 20:00-23:00']",8016049338
37.1900675,-3.6306578,22,2,1,0.75,0.75,0.5,"['Mo-Th 11:30-17:00', 'Fr-Sa 13:00-19:30']",7448393798
37.1684257,-3.6015509,52,9,1,0.25,0.5,0.5,['Mo-Fr 09:00-14:00'],7959271324
37.1782706,-3.5979844,50,1,0.25,0.5,0.25,1,['Mo-Fr 08:30-20:30'],1654443906
37.1765341,-3.599984,53,10,1,1,0.25,0.5,['Mo-Sa 10:00-14:00'],49943504
37.1742746,-3.602954,54,3,1,0.25,0.25,0.5,['24/7'],290969200
37.1683248401271,-3.59299118932602,20,9,1,0.5,0.5,1,['Mo-Fr 09:00-14:00'],1436452919
37.1679865419222,-3.60494365486562,48,1,0.5,0.5,1,1,['Mo-We 7:00-14:00'],2126600179
37.1592051,-3.5966934,20,2,1,0.25,0.75,0.75,['Mo-Fr 08:30-20:30'],8266550697
37.1738166,-3.5944107,22,6,0.5,1,0.5,0.75,['Mo-We 7:00-14:00'],8212660384
37.1586757354402,-3.59446080953193,51,8,1,0.5,0.5,0.5,['Mo-Su 05:30-22:00'],4251663786
37.1938169,-3.6260671,33,3,1,0.75,0.5,0.75,"['Mo-Fr 13:30-18:00', 'Sa-Su 09:00-11:00']",7656009297
37.1555809,-3.5934656,39,10,1,0.75,1,1,"['Mo-Fr 13:30-18:00', 'Sa-Su 09:00-11:00']",8050021749
37.2064524179597,-3.60950942715636,25,7,0.25,0.5,1,0.5,['Mo-Sa 10:00-14:00'],7791465029
37.1715430694614,-3.60873032220408,45,6,0.25,0.5,1,0.75,"['Mo-We 13:30-16:00', 'Mo-We 18:00-23:30']",7416864413
37.1762763,-3.5961752,45,7,0.25,0.5,0.75,1,['Mo-Su 12:00-23:59'],1345327276
37.1747903,-3.5992404,26,9,1,0.75,0.25,0.5,['Mo-Su 7:00-14:00'],476034339
37.171650421746,-3.60370950620853,48,1,0.5,0.75,0.5,1,['Mo-Su 8:00-22:00'],6016427267
37.1587555,-3.5882774,38,7,0.5,1,1,0.75,['Mo-Su 06:00-09:00'],1215953045
37.1855292,-3.6066406,47,10,1,0.25,0.75,0.75,['Mo-Su 7:00-14:00'],6178743376
37.1725258,-3.6075354,20,6,1,0.25,0.75,0.75,['Mo-Su 8:00-22:00'],7822900471
37.1756573,-3.6003892,58,10,0.25,1,0.75,0.25,['Mo-Su 12:00-23:59'],5594245651
37.1664016,-3.6033483,26,9,0.75,0.75,1,0.5,['Sa 09:30-14:00'],7669056922
37.1618315,-3.592161,45,1,0.5,1,0.75,0.25,"['Mo-Th 11:30-17:00', 'Fr-Sa 13:00-19:30']",8043829077
37.2015085431006,-3.59887720718595,49,10,1,0.25,0.25,1,['24/7'],8411342004
37.1781704,-3.6061394,37,5,0.75,0.75,1,0.5,['Mo-Su 06:00-09:00'],7126607639
37.1741133,-3.5982288,53,4,1,0.5,0.5,0.25,['Sa 09:30-14:00'],534921610
37.1736778859925,-3.59652386220854,20,5,0.75,0.5,0.25,1,['Mo-Su 7:00-14:00'],582471188
37.1583533,-3.6062391,45,10,0.5,0.25,1,0.25,['Mo-Su 7:00-14:00'],1215984890
37.1670245,-3.6037102,41,2,0.25,1,0.75,0.5,['24/7'],5948477513
37.1761493,-3.5975784,41,6,0.75,1,0.25,0.75,['Mo-Su 05:30-22:00'],8163549234
37.1752772,-3.600286,22,9,0.25,0.75,1,1,['Mo-Su 7:00-14:00'],5594245663
37.1714303,-3.6031643,56,1,0.25,0.5,0.75,1,['Mo-Su 06:00-09:00'],7958703247
37.1929534156558,-3.60723168864522,43,2,0.5,0.5,0.75,1,"['Mo-Th 11:30-17:00', 'Fr-Sa 13:00-19:30']",7756017969
37.1721161,-3.6067403,57,10,0.25,0.25,0.5,1,['Mo-Su 12:00-23:59'],7949887839
37.1753638640774,-3.61507103378139,29,2,0.5,1,0.75,1,"['Mo-Th 11:30-17:00', 'Fr-Sa 13:00-19:30']",7401156802
37.1747203,-3.6015705,31,7,0.5,0.25,1,0.75,"['Mo-Th 11:30-17:00', 'Fr-Sa 13:00-19:30']",303933249
37.1604503,-3.5885694,23,6,0.75,0.25,1,0.75,['Mo-Fr 09:00-14:00'],7890145094
37.165821,-3.6019398,49,9,0.5,1,0.25,0.25,"['Tu-Su 13:00-16:00', 'Tu-Su 20:00-23:59']",6179759363
37.1816682214695,-3.60870809415299,56,5,0.5,1,0.25,1,"['Mo-Sa 12:00-23:59', 'Tu-Su 00:00-02:00']",7806335168
37.1584113,-3.5875017,22,5,0.5,1,0.5,0.75,['Mo-Sa 10:00-14:00'],7684737332
37.1714055,-3.597381,46,3,0.75,0.25,1,1,"['Mo-Th 11:30-17:00', 'Fr-Sa 13:00-19:30']",6060499219
37.1843859,-3.6042338,40,1,1,0.25,0.5,0.75,['24/7'],5737405951
37.1605158488985,-3.60851785344179,45,9,0.5,0.5,1,0.75,"['Mo-Fr 13:30-18:00', 'Sa-Su 09:00-11:00']",7192613240
37.1720849146766,-3.59866860645576,58,2,1,0.5,0.75,0.75,"['We-Th 12:00-17:00', 'We-Th 20:00-23:00']",8107928627
37.167766819777,-3.59455996011996,32,2,0.5,0.25,0.5,1,['Mo-Su 8:00-22:00'],8075768084
37.1792965,-3.5996364,57,5,0.5,0.75,1,0.5,"['Mo-Th 11:30-17:00', 'Fr-Sa 13:00-19:30']",503905683
37.1773045,-3.5963137,57,8,0.75,0.25,1,0.75,"['We-Th 12:00-17:00', 'We-Th 20:00-23:00']",1074120945
